Tweet,Label,Emojis,😂,😭,😍,🔥,😊,😩,❤️,🇺🇸,❤,🤣
"What an idiot 😂, ""eye weaves"", it's a damn beauty blender https://t.co/RSls9Kim1G",1,['😂'],1,0,0,0,0,0,0,0,0,0
Hate when some 1 starts to tell me something then says nvm like na nigga you gotta tell me now 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @Smook_Dawg: Them people who mad and act like they don't know why you cut the ass off ! 😂😂😂😂 https://t.co/EUaeuWCZHN,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
Go listen to trippy and D haze in my page 💯🔥 go check it out its fucking 🔥🔥🔥🔥🔥🔥,1,"['💯', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",0,0,0,1,0,0,0,0,0,0
@JfaithGates she said she got FUCKING BLOOD ON HER HAND 😭😭😭😭😭😭 I SAID NOOO,1,"['😭', '😭', '😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
#TitoMboweniVideo Mahn i was here for my hubby😍😍😍😍 @DrSmileLexLeo buh hey now the fire in this vid🔥🔥🔥🔥🔥🔥❤❤ #ShaSha https://t.co/oaHgYAjb7X,1,"['😍', '😍', '😍', '😍', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '❤', '❤']",0,0,1,1,0,0,0,0,1,0
@sprockfilms @sprockfilms 😍😍I want to fuck me now! Write me! 😍😍 My nickname gaelidisap1990 ▶ https://t.co/G3siNb25Nk,1,"['😍', '😍', '😍', '😍', '▶']",0,0,1,0,0,0,0,0,0,0
"RT @Richie_l0c0: ""Before I call u in the n word"" she was so fucking hurt that he didn't like her Twinkie cakes 😭😭 https://t.co/QYF27fNcyM",1,"['😭', '😭']",0,1,0,0,0,0,0,0,0,0
"RT @ColdAsTati: What beating one cancer looks like as well as fighting another as of now. My fucking inspiration, my mom ❤ https://t.co/SGr…",1,['❤'],0,0,0,0,0,0,0,0,1,0
But I mean maybe u want to be a superstars cum catcher and that's cool I guess cuz I'd catch amber roses juices any day 😂💯🤷🏾‍♂️,1,"['😂', '💯', '🤷🏾\u200d♂️']",1,0,0,0,0,0,0,0,0,0
91 years ago today a great Man was born! I miss you every day Dad! ❤️ #wildblueyonder @… https://t.co/nKVvghs5PE,1,['❤️'],0,0,0,0,0,0,1,0,0,0
"AURORA 📷 on her Instagram, in countryside of England for a few days.🌿 Thanks to Nic, Cara, Iz and Nina.❤ https://t.co/PlwXsZxUI4",1,"['📷', '🌿', '❤']",0,0,0,0,0,0,0,0,1,0
RT @amanofmoney: You prolly fucking felisha that nigga Deebo was getting that hoe for everything 💀😂,1,"['💀', '😂']",1,0,0,0,0,0,0,0,0,0
"Fried Cabbage Recipe 🍴😍 Please say something when you see the recipe! Saying ANYthing is good, it helps you... https://t.co/sJSP4tYB4Y",1,"['🍴', '😍']",0,0,1,0,0,0,0,0,0,0
RT @youngthug: I'm goin to find u.. then I'm goin to fuck u.... 🤔 this nigga stupid af😭😂😭😂,1,"['🤔', '😭', '😂', '😭', '😂']",1,1,0,0,0,0,0,0,0,0
"@monxxbeats Don't they Collab, hmmm I know them from somewhere, maybe they have a record label? Circus Records or some shit. 😂",1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @swaggmiiyaa: niggas loveeeeeeee the ugly bitches😂🤦🏽‍♀️,1,"['😂', '🤦🏽\u200d♀️']",1,0,0,0,0,0,0,0,0,0
RT @CerromeZONE: This shit got me fuckin CRYINGGGGGG!! Cuz the lil nigga aint even want this stupid cut just look @ his face 😭😭😭😭 https://t…,1,"['😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
Reasons why I love my nephew number 347 - he can hear a horn in the Kop and thinks it's a duck! 😊 #trfc #swa,1,['😊'],0,0,0,0,1,0,0,0,0,0
@CupcakKe_rapper is the nicest fucking person ever ❤️ https://t.co/9dsYfS7nym,1,['❤️'],0,0,0,0,0,0,1,0,0,0
"talking briefly about my struggle with depression, and what has been a huge help to me ❤ https://t.co/gvOAh5wdfd… https://t.co/6Y1RWKdEZG",1,['❤'],0,0,0,0,0,0,0,0,1,0
"This is why black people don't swim, guy almost drowns and try's to play it off 😂😂 https://t.co/xSxg8IMKHD",1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
Ion know wtf going on but all I know is my nipples are mad sore 😩 for no damn reason at all.,1,['😩'],0,0,0,0,0,1,0,0,0,0
RT @kellygarcia16_: @cilvianna_ YASSSSSSSS FUCK IT UP!!! 😍😍😍😘😘😘😭😭,1,"['😍', '😍', '😍', '😘', '😘', '😘', '😭', '😭']",0,1,1,0,0,0,0,0,0,0
ok so you win on the gifs but i win really coz I FUCKING LOVE GIFS LOOL @TashaIsCrazy 😂😂😂😂 https://t.co/jE7t93Gztx,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"@newalbanyTF OMG,when Mr. M brought them in they made me smile from ear2ear. Thank you so much.😍 I left a little so… https://t.co/4FX5M9xpS4",1,['😍'],0,0,1,0,0,0,0,0,0,0
I love the fact that the Sun and the Daily Mail have both done articles about Michaels foot for no actual reason 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @sweetlaty_: Us allllllll fucking day😂😂😂😂😂😂😂😂 @_NEEyah https://t.co/dszxl4bGNX,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
This makes me cry because we actually met and broke the distance 😭💗 @lowkeyseavey https://t.co/sCyg2UBfoJ,1,"['😭', '💗']",0,1,0,0,0,0,0,0,0,0
RT @NoHoesGeorge: I'm officially taken 😩❤🔒as a fucking joke,1,"['😩', '❤', '🔒']",0,0,0,0,0,1,0,0,1,0
RT @jaaypalacios: como se dice.... got me fucked up 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @NamasteHeaux: #ShootYourShot is just another twitter event I can't participate in because I'm shy and ugly 😩😩 https://t.co/LU6rEdbG10,1,"['😩', '😩']",0,0,0,0,0,1,0,0,0,0
RT @PhatIconnn: THIS FUCKING THREAD!!!!!! IM LIVID 😂😂😂😂 https://t.co/c5yZeAfwky,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
@JenniferReyna good morning beautiful!!😘😘 it's a Thursday!! Friday Eve!!! U look beautiful in yellow this morning Jennifer!!❤️💯,1,"['😘', '😘', '❤️', '💯']",0,0,0,0,0,0,1,0,0,0
Subscribed to @lizethramirez__ on YouTube & some of the videos I have watched so far are soo relatable 😭😬,1,"['😭', '😬']",0,1,0,0,0,0,0,0,0,0
Hate girls that be all up on my mans notifications but when he tweets about me you bitches are no where to be found 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
When you find out that the guy you were talking to knocked up another girl.... fucking kill me 😂😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @NoHoesGeorge: I'm officially taken 😩❤🔒as a fucking joke,1,"['😩', '❤', '🔒']",0,0,0,0,0,1,0,0,1,0
"RT @Noworriezzzz: Somebody said u retarded baby 😭😭 RT @MrPoonSoaker: I'm dying Niggas be in the comments talmbout ""do u swallow"" https://t.…",1,"['😭', '😭']",0,1,0,0,0,0,0,0,0,0
RT @taywood33: Lmaoooooooooo when you're trying to not be a petty bitch but you're literally shaking w anger 😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
@RoadTripTV Do you understand how much money I've put in this 😭 and now more money I have get together,1,['😭'],0,1,0,0,0,0,0,0,0,0
"Ugh life has not been going my way at all lately but as much as i want to cry and give up, i need to breathe, smile, and move on. 😭😔",1,"['😭', '😔']",0,1,0,0,0,0,0,0,0,0
Actually really 'REALLY working' AC in a waiting room of a railway station. So overwhelmed. 😭 😛 https://t.co/XoEvFsx2P7,1,"['😭', '😛']",0,1,0,0,0,0,0,0,0,0
@melllaaniie my friend had a fucking ticket for me to go but i ended having to go out of town for work😩😩😩😭,1,"['😩', '😩', '😩', '😭']",0,1,0,0,0,1,0,0,0,0
"@1JayMun lol...if I get 25mil, who national anthem epp...bro which would u choose btw being perfect in anthem and 25mil?..😂",1,['😂'],1,0,0,0,0,0,0,0,0,0
"If the ppl who are less fun, less attractive, less outgoing, and less loyal than me got a man, why can't I ?😩🤷‍♀️",1,"['😩', '🤷\u200d♀️']",0,0,0,0,0,1,0,0,0,0
"BITCH IM SICK OF WORKING & GOING TO FUCKING SCHOOL, BUT I HAVE TO IF I WANT TO BE FUCKING SUCCESSFUL IN LIFE😩😩😩😩😩",1,"['😩', '😩', '😩', '😩', '😩']",0,0,0,0,0,1,0,0,0,0
@TrueIndology @Puru_Tweet Now Britishers are fucked from head to toe y muslims in UK. They r unable to save their country and values. 😭😭😭😭,1,"['😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
RT @38Baaby: I HATE YOU NIGGA & BITCHES WITH A PASSION 💯😊,1,"['💯', '😊']",0,0,0,0,1,0,0,0,0,0
#DolanTwinsNewVideo April Fools Day Prank🃏 @GraysonDolan @EthanDolan https://t.co/LAOukbqb1e ETHANS NUDES LEAKED!? THIS IS TO FUNNY 🤣 2,1,"['🃏', '🤣']",0,0,0,0,0,0,0,0,0,1
Best boyfriend award goes to my mans he waited 2 hours at ulta just to get the Anastasia brow wiz for me 😭❤,1,"['😭', '❤']",0,1,0,0,0,0,0,0,1,0
RT @itsJustKT_: This was a fucking Grammy 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽💀💀💀💀💀💀💀💀💀💀💀💀 https://t.co/l7PxVetzbq,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '👏🏽', '💀', '💀', '💀', '💀', '💀', '💀', '💀', '💀', '💀', '💀', '💀', '💀']",1,0,0,0,0,0,0,0,0,0
@nickydee40 Can only hope he's back for West Ham next week. Sounds like he'll be missing for Spurs 😩,1,['😩'],0,0,0,0,0,1,0,0,0,0
RT @OnlyLookAtMino: [!!] WINNER trending on Melon Search at #1 😍 #위너_4일4시_음원공개 https://t.co/jNwkUlTrPC,1,['😍'],0,0,1,0,0,0,0,0,0,0
April fools day isn't for me cause I'm the fucking worst at lying 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @Smook_Dawg: Them people who mad and act like they don't know why you cut the ass off ! 😂😂😂😂 https://t.co/EUaeuWCZHN,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"Haven't even met my roommate in person, but I can already tell we're gonna be best friends ❤️❤️❤️ @morgiesaurus7",1,"['❤️', '❤️', '❤️']",0,0,0,0,0,0,1,0,0,0
"D'banj conquered wen dia wasn't social media, so now Diaz social media wat nau happen? Aiye le ibosi oo😂😂 https://t.co/QZkiWGLAaU",1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @CraccHeads: Crackheads will fight anything and anyone crazy fuckers 😂👊🏼 https://t.co/ETHtqKfkeu,1,"['😂', '👊🏼']",1,0,0,0,0,0,0,0,0,0
"Drinking Water Scarcity At Nilgiri, People Suffer As There Is No Water In Da (pls RT↺❤️) ️️ https://t.co/iEGJprq44p #p",1,['❤️'],0,0,0,0,0,0,1,0,0,0
I still find myself turning into a bumbling idiot when I talk to her 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @keeleydaniellex: Actually disgusting how MINGING I look in ANY photo thats not taken by me 🤙🏼😂 catfish 101,1,"['🤙🏼', '😂']",1,0,0,0,0,0,0,0,0,0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
"RT @danieeellaaa_: IM FUCKING DYING RN http://t.co/W9XIaoVNtX ""en la agua cochina esa!"" 😂😂😂😂",1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @KiiingSauce: you just fucked it up sister 😍😍😍😭 https://t.co/gJPdfAKCUI,1,"['😍', '😍', '😍', '😭']",0,1,1,0,0,0,0,0,0,0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @AnesjahE: I used to get fucked up as a child I'm not whooping my kids 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"Damn... worked today, ate good, watched some basketball, now niggas kicked back blowin watchin this shit😂😂life's good🤙🏽😎",1,"['😂', '😂', '🤙🏽', '😎']",1,0,0,0,0,0,0,0,0,0
"Hoes 💜 Flexin, Get A LIL 💸 & MakeUp & Now She 🔥, But If I Come SLAP Da Fuckery Off Ya Face & STRIP Yo Ass, Wat U Gone Be ? A Ugly Broke Hoe",1,"['💜', '💸', '🔥']",0,0,0,1,0,0,0,0,0,0
I hate ugly twins 👬... bitch how you ugly twice 🤔😩🤦🏾‍♀️,1,"['👬', '🤔', '😩', '🤦🏾\u200d♀️']",0,0,0,0,0,1,0,0,0,0
RT @keeleydaniellex: Actually disgusting how MINGING I look in ANY photo thats not taken by me 🤙🏼😂 catfish 101,1,"['🤙🏼', '😂']",1,0,0,0,0,0,0,0,0,0
So now my emotions are completely fucked because of @13ReasonsWhy 😭,1,['😭'],0,1,0,0,0,0,0,0,0,0
thanks to @IIFAUtsavam for introducing @varusarath to me and thanks to varu for being so beautiful 😍 #fanslistupdated,1,['😍'],0,0,1,0,0,0,0,0,0,0
"A cappuccino for dog people ❤️️ I was treated to this super stylish beverage at The Charles Café in Cape Town,... https://t.co/5vL7D3pPpA",1,['❤️'],0,0,0,0,0,0,1,0,0,0
"@EvangelBunny @hijaabi_potato Thanks Evangeline ❤️️ Yeah shes so naughty but adorable 🐶 Btw, congratulations 😊 You deserve it 💓",1,"['❤️', '🐶', '😊', '💓']",0,0,0,0,1,0,1,0,0,0
@bull_fred_ @HeroJule @jk_rowling how about you concern urself with your country ms rowling stick to ur fantasy world. America's got this 🇺🇸,1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
RT @Smook_Dawg: Them people who mad and act like they don't know why you cut the ass off ! 😂😂😂😂 https://t.co/EUaeuWCZHN,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"I have four Snapchat best friends, 1 & 4 are siblings and 2 & 3 are siblings 😂 https://t.co/CF7U4uR6XJ",1,['😂'],1,0,0,0,0,0,0,0,0,0
"RT @ItsMe_Megbutt: I was used as a guinea pig (never had to take it tho) and I remember everyone saying ""DO BAD SO THEY WONT SWITCH"" 😂 http…",1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @G4SHI: Fucking Lit 🔥!!!!! https://t.co/OVKLkXXwCj,1,['🔥'],0,0,0,1,0,0,0,0,0,0
RT @WORLDSHIPHOP: RT if you still hate this nigga 😂 https://t.co/dnuiVHBfS1,1,['😂'],1,0,0,0,0,0,0,0,0,0
"""String beans in soy and vinegar sauce infused with Filipino herbs and spices"" 😂🍴 https://t.co/uKd3ry3KWx",1,"['😂', '🍴']",1,0,0,0,0,0,0,0,0,0
RT @_NetteDgaf: Bitches don't know if they wanna be your friend or hate on you 😩😂,1,"['😩', '😂']",1,0,0,0,0,1,0,0,0,0
"Mara kitse ntse keo rata, why you mizing the positive and focusing on that 1 word?😒😂 https://t.co/IUq4WN6DGl",1,"['😒', '😂']",1,0,0,0,0,0,0,0,0,0
RT @x___lovelost: @__FashioniCON Man that nigga is retarded 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
There's always @NBCTimeless when having @DLissing withdrawals! 😉😜😂#Hearties #TeamDan #TeamJack #JesseJames https://t.co/lLEAqVTzC1,1,"['😉', '😜', '😂']",1,0,0,0,0,0,0,0,0,0
was super stoked on having my hair long again but the ends is just so damaged i need to cut it short fuqet fml 😩😐,1,"['😩', '😐']",0,0,0,0,0,1,0,0,0,0
And so begins me yelling at the TV when the announcers say Gonzaga as if Spokane is fancy 😂😂😂 #gozags,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
@HopeInspire @CarlRamallo @AgePotential @DaneliaLoves @elaine_perry @Coach4Happiness That's what hot tubs & drink service is for 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
"@POTUS @realDonaldTrump @StateDept @DHSgov ❓Rwe allowing pro murdering, ProSharia criminals 2come 2🇺🇸& incite vio… https://t.co/zvnnWZCqqY",1,"['❓', '🇺🇸']",0,0,0,0,0,0,0,1,0,0
"A love the Grand National and as a horse rider myself, folk who say it's cruel need to brush up on their knowledge😊😊",1,"['😊', '😊']",0,0,0,0,1,0,0,0,0,0
RT @WorIdStarLaugh: RT if you still hate this nigga 😂 https://t.co/L8uEf70gZi,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @dimeD___: My lips be looking SO FUCKING EDIBLE w lip gloss. 👅👅👅👅👅👅👅👅👅👅👅👅👅👅👅👅😍😍😍😍😍😍🤤🤤🤤🤤🤤,1,"['👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '😍', '😍', '😍', '😍', '😍', '😍', '🤤', '🤤', '🤤', '🤤', '🤤']",0,0,1,0,0,0,0,0,0,0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @brandonbanana: BRUH she fucking understands 😭 https://t.co/KQFpYur7dQ,1,['😭'],0,1,0,0,0,0,0,0,0,0
The phone will ring and there will be Noooobody there. Still waiting on that response 😂😂😂😂 https://t.co/MPcUwNRpLr,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
Set Life ❤✂️ ready for lipsyncbattles!! #hairbyhobgood #stephaniehobgoodhair #mensgrooming… https://t.co/oA6WXFK1q7,1,"['❤', '✂️']",0,0,0,0,0,0,0,0,1,0
"Happy 5th anniversary EXO😍😍😘💖🖤🎂🎈🎈 thank you for being happy, thank you for you're hard work EXO💕 WE ARE ONE EXO SAR… https://t.co/ehGRbNeEeD",1,"['😍', '😍', '😘', '💖', '🖤', '🎂', '🎈', '🎈', '💕']",0,0,1,0,0,0,0,0,0,0
Y'all leave out fucked up too 😂 so just stick to that wig looking ass frontal 🙏🏾 #Kay,1,"['😂', '🙏🏾']",1,0,0,0,0,0,0,0,0,0
"Thank God we have an ALPHA male in the White House, who knows how to lead with Peace through strength! 🇺🇸🙏🏻💪🏼 https://t.co/u1OBIYYObh",1,"['🇺🇸', '🙏🏻', '💪🏼']",0,0,0,0,0,0,0,1,0,0
Back in the day my grandpa would cross the Rio Grande river just to see my grandma in the middle of the night. What a classic story 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
just milky rocked in the idle of McDonald's with no fucks given 😂😂 they lookin at my crazy but who cares 🤷🏾‍♀️,1,"['😂', '😂', '🤷🏾\u200d♀️']",1,0,0,0,0,0,0,0,0,0
@MsTeamKK That feeling when you know you fucked up 😂😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
@Jack_Septic_Eye I can't even take myself seriously because I'm so fuckin stupid 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
*TitleOfTheMovie* surpassed *TitleOfTheMovie* and became the highest-grossing Pinoy film of *year* -- parang napagod yung writer kaka-ulit 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
@POTUS Believe me... WE THE PEOPLE already know that sir. You keep doing yr thing. We got yr back. 😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
Us on our wedding day ❤️❤️❤️🥂 #wedding #weddingphotography #weddingceremony #baliwedding… https://t.co/L6YYmFWPLG,1,"['❤️', '❤️', '❤️', '🥂']",0,0,0,0,0,0,1,0,0,0
Sky's reaction to cease fucking Kit 😂😂😂😂😂#BlackInkCrew,1,"['😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @misskenner344: 13 reasons why has got me fucked up😭,1,['😭'],0,1,0,0,0,0,0,0,0,0
"Always be prepared, you never know when you'll get your chance to shine up top 😂⚽️ #gonecks💜💛 @… https://t.co/CkMUjVX6yb",1,"['😂', '⚽', '💜', '💛']",1,0,0,0,0,0,0,0,0,0
@Oliviaponth I really hate you😂😂 I'm not nice and now you can't come out on my boat this summer. You can swim behind us,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
He dosent deserve the hate 💗💫you make @EthanDolan make me smile and lift my spirits when I'm sad ❤️ @GraysonDolan… https://t.co/HjmkQBTSKW,1,"['💗', '💫', '❤️']",0,0,0,0,0,0,1,0,0,0
RT @MannyMua733: HOLY SHIT JSCXMANNY COMES OUT TOMORROW!!!! I'm gonna scream! 10AM PST! 😍😩😍😩😍😩😍 https://t.co/BkoYPXicEz,1,"['😍', '😩', '😍', '😩', '😍', '😩', '😍']",0,0,1,0,0,1,0,0,0,0
@HBOINDIA Answered All 4 Ques Flashed On TV Screen & Enjoy #BatmanvSupermanOnHBO 😊😊😊😍😘 https://t.co/sv6LWTMWjO,1,"['😊', '😊', '😊', '😍', '😘']",0,0,1,0,1,0,0,0,0,0
"RT @PRER0LLS: You know you fucked up when you say ""hold on, lemme see."" 😂😂😂 https://t.co/5cjT51IPmG",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"RT @willis_cj: Done arguing tbh, either I'm eatin your pussy or you just gonna be mad 🤷🏽‍♂️😂",1,"['🤷🏽\u200d♂️', '😂']",1,0,0,0,0,0,0,0,0,0
